DATAFLOW,FREQ,FAM_TARGET,ITTER107,TIPO_DATO_MIGLIAIA,HH_FORE,TIPOLOGIA_FAM,HH_RETIRED,HH_UNE_PLF,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,HH_NORET,HH_ATL1UP_PLF,2021,1686.392,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,HH_NORET,HH_ATL1UP_PLF,2022,1393.727,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,HH_NORET,HH_ATL1UP_PLF,2023,1273.387,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,HH_NORET,TOTAL,2021,4198.866,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,HH_NORET,TOTAL,2022,3960.716,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,HH_NORET,TOTAL,2023,3804.452,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_0UNEMP,2021,4675.39,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_0UNEMP,2022,4513.68,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_0UNEMP,2023,4392.785,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_ALT1UP,2021,811.661,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_ALT1UP,2022,693.105,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_ALT1UP,2023,655.425,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_ATL1UP_PLF,2021,1834.602,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_ATL1UP_PLF,2022,1514.551,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,HH_ATL1UP_PLF,2023,1378.854,,,,,,,,,
IT1:723_1036(1.0),A,HH_ATLPY15-64,IT,HH_1EMP,HH,HH_GE2P,TOTAL,TOTAL,2021,5487.051,,,,,,,,,
